depth	pctMut	addQual	readsNotAtSite	readsAtSiteNoMod	readsAtSiteMod	readReads	simulatedCount	simulatedRecoveredCount	foundCount	foundSimulatedCount
10	0.025	0	522	10	0	16000	0	0	0	0
10	0.025	0	586	10	0	16000	0	0	0	0
10	0.025	0	628	10	0	16000	0	0	0	0
10	0.025	0	548	10	0	16000	0	0	0	0
10	0.025	0	562	10	0	16000	0	0	2	0
10	0.025	0	544	10	0	16000	0	0	0	0
10	0.025	0	570	10	0	16000	0	0	1	0
10	0.025	0	602	10	0	16000	0	0	0	0
10	0.025	0	560	10	0	16000	0	0	0	0
10	0.025	0	550	10	0	16000	0	0	0	0
10	0.025	0	582	10	0	16000	0	0	0	0
10	0.025	0	570	10	0	16000	0	0	1	0
10	0.025	0	598	10	0	16000	0	0	0	0
10	0.025	0	602	10	0	16000	0	0	0	0
10	0.025	0	584	10	0	16000	0	0	0	0
10	0.025	0	566	10	0	16000	0	0	0	0
10	0.025	0	634	10	0	16000	0	0	0	0
10	0.025	0	550	10	0	16000	0	0	1	0
10	0.025	0	572	10	0	16000	0	0	0	0
10	0.025	0	500	10	0	16000	0	0	0	0
10	0.025	0	640	10	0	16000	0	0	0	0
10	0.025	0	572	10	0	16000	0	0	0	0
10	0.025	0	546	10	0	16000	0	0	0	0
10	0.025	0	596	10	0	16000	0	0	2	0
10	0.025	0	554	10	0	16000	0	0	0	0
10	0.025	0	560	10	0	16000	0	0	0	0
10	0.025	0	592	10	0	16000	0	0	1	0
10	0.025	0	576	10	0	16000	0	0	0	0
10	0.025	0	604	10	0	16000	0	0	0	0
10	0.025	0	570	10	0	16000	0	0	0	0
10	0.025	0	574	10	0	16000	0	0	0	0
10	0.025	0	588	10	0	16000	0	0	1	0
10	0.025	0	524	10	0	16000	0	0	1	0
10	0.025	0	620	10	0	16000	0	0	1	0
10	0.025	0	538	10	0	16000	0	0	0	0
10	0.025	0	546	10	0	16000	0	0	0	0
10	0.025	0	586	10	0	16000	0	0	0	0
10	0.05	0	630	10	0	16000	0	0	1	0
10	0.05	0	614	10	0	16000	0	0	0	0
10	0.05	0	570	10	0	16000	0	0	0	0
10	0.05	0	532	10	0	16000	0	0	0	0
10	0.05	0	572	10	0	16000	0	0	1	0
10	0.05	0	606	10	0	16000	0	0	1	0
10	0.05	0	570	10	0	16000	0	0	0	0
10	0.05	0	610	10	0	16000	0	0	0	0
10	0.05	0	570	10	0	16000	0	0	0	0
10	0.05	0	612	10	0	16000	0	0	0	0
10	0.05	0	574	10	0	16000	0	0	0	0
10	0.05	0	592	10	0	16000	0	0	0	0
10	0.05	0	622	10	0	16000	0	0	1	0
10	0.05	0	522	10	0	16000	0	0	0	0
10	0.05	0	528	10	0	16000	0	0	0	0
10	0.05	0	592	10	0	16000	0	0	0	0
10	0.05	0	538	10	0	16000	0	0	0	0
10	0.05	0	590	10	0	16000	0	0	1	0
10	0.05	0	530	10	0	16000	0	0	1	0
10	0.05	0	582	10	0	16000	0	0	0	0
10	0.05	0	612	10	0	16000	0	0	0	0
10	0.05	0	578	10	0	16000	0	0	0	0
10	0.05	0	558	10	0	16000	0	0	0	0
10	0.05	0	560	10	0	16000	0	0	0	0
10	0.05	0	576	10	0	16000	0	0	0	0
10	0.05	0	592	10	0	16000	0	0	0	0
10	0.05	0	538	10	0	16000	0	0	0	0
10	0.05	0	508	10	0	16000	0	0	0	0
10	0.05	0	616	10	0	16000	0	0	0	0
10	0.05	0	570	10	0	16000	0	0	0	0
10	0.05	0	596	10	0	16000	0	0	1	0
10	0.05	0	564	10	0	16000	0	0	0	0
10	0.05	0	572	10	0	16000	0	0	0	0
10	0.05	0	594	10	0	16000	0	0	0	0
10	0.05	0	578	10	0	16000	0	0	0	0
10	0.05	0	560	10	0	16000	0	0	0	0
10	0.05	0	590	10	0	16000	0	0	0	0
10	0.05	0	632	10	0	16000	0	0	0	0
10	0.05	0	614	10	0	16000	0	0	0	0
10	0.05	0	554	10	0	16000	0	0	0	0
10	0.05	0	546	10	0	16000	0	0	0	0
10	0.05	0	596	10	0	16000	0	0	0	0
10	0.05	0	576	10	0	16000	0	0	0	0
10	0.05	0	588	10	0	16000	0	0	1	0
10	0.05	0	550	10	0	16000	0	0	0	0
10	0.05	0	546	10	0	16000	0	0	0	0
10	0.05	0	532	10	0	16000	0	0	0	0
10	0.05	0	580	10	0	16000	0	0	0	0
10	0.05	0	646	10	0	16000	0	0	0	0
10	0.05	0	536	10	0	16000	0	0	0	0
10	0.05	0	570	10	0	16000	0	0	0	0
10	0.05	0	562	10	0	16000	0	0	0	0
10	0.05	0	594	10	0	16000	0	0	0	0
10	0.05	0	620	10	0	16000	0	0	0	0
10	0.05	0	582	10	0	16000	0	0	0	0
10	0.05	0	542	10	0	16000	0	0	0	0
10	0.05	0	600	10	0	16000	0	0	0	0
10	0.05	0	526	10	0	16000	0	0	0	0
10	0.05	0	590	10	0	16000	0	0	0	0
10	0.05	0	508	10	0	16000	0	0	0	0
10	0.05	0	620	10	0	16000	0	0	0	0
10	0.05	0	558	10	0	16000	0	0	0	0
10	0.05	0	578	10	0	16000	0	0	0	0
10	0.05	0	596	10	0	16000	0	0	0	0
10	0.05	0	600	10	0	16000	0	0	0	0
10	0.05	0	574	10	0	16000	0	0	0	0
10	0.05	0	580	10	0	16000	0	0	0	0
10	0.05	0	550	10	0	16000	0	0	0	0
10	0.05	0	582	10	0	16000	0	0	0	0
10	0.05	0	556	10	0	16000	0	0	0	0
10	0.05	0	552	10	0	16000	0	0	0	0
10	0.05	0	564	10	0	16000	0	0	0	0
10	0.05	0	598	10	0	16000	0	0	1	0
10	0.05	0	610	10	0	16000	0	0	1	0
10	0.05	0	590	10	0	16000	0	0	0	0
10	0.05	0	566	10	0	16000	0	0	1	0
10	0.05	0	574	10	0	16000	0	0	0	0
10	0.05	0	516	10	0	16000	0	0	0	0
10	0.05	0	488	10	0	16000	0	0	0	0
10	0.05	0	562	10	0	16000	0	0	0	0
10	0.05	0	596	10	0	16000	0	0	0	0
10	0.05	0	480	10	0	16000	0	0	0	0
10	0.05	0	572	10	0	16000	0	0	0	0
10	0.05	0	528	10	0	16000	0	0	0	0
10	0.05	0	594	10	0	16000	0	0	0	0
10	0.05	0	626	10	0	16000	0	0	1	0
10	0.05	0	560	10	0	16000	0	0	0	0
10	0.05	0	600	10	0	16000	0	0	0	0
10	0.05	0	566	10	0	16000	0	0	0	0
10	0.05	0	588	10	0	16000	0	0	0	0
10	0.05	0	624	10	0	16000	0	0	0	0
10	0.05	0	604	10	0	16000	0	0	0	0
10	0.05	0	548	10	0	16000	0	0	0	0
10	0.05	0	578	10	0	16000	0	0	0	0
10	0.05	0	550	10	0	16000	0	0	1	0
10	0.05	0	586	10	0	16000	0	0	0	0
10	0.05	0	562	10	0	16000	0	0	1	0
10	0.05	0	606	10	0	16000	0	0	1	0
10	0.05	0	562	10	0	16000	0	0	1	0
10	0.05	0	672	10	0	16000	0	0	1	0
10	0.075	0	590	9	1	16000	1	1	1	1
10	0.075	0	574	9	1	16000	1	1	1	1
10	0.075	0	624	9	1	16000	1	1	1	1
10	0.075	0	560	9	1	16000	1	1	1	1
10	0.075	0	584	9	1	16000	1	1	1	1
10	0.075	0	558	9	1	16000	1	0	0	0
10	0.075	0	584	9	1	16000	1	1	1	1
10	0.075	0	594	9	1	16000	1	1	1	1
10	0.075	0	518	9	1	16000	1	1	1	1
10	0.075	0	550	9	1	16000	1	0	0	0
10	0.075	0	542	9	1	16000	1	1	1	1
10	0.075	0	582	9	1	16000	1	1	1	1
10	0.075	0	576	9	1	16000	1	1	1	1
10	0.075	0	536	9	1	16000	1	0	0	0
10	0.075	0	548	9	1	16000	1	0	1	0
10	0.075	0	654	9	1	16000	1	0	0	0
10	0.075	0	520	9	1	16000	1	1	1	1
10	0.075	0	600	9	1	16000	1	1	1	1
10	0.075	0	572	9	1	16000	1	1	1	1
10	0.075	0	592	9	1	16000	1	1	1	1
10	0.075	0	588	9	1	16000	1	1	1	1
10	0.075	0	546	9	1	16000	1	1	1	1
10	0.075	0	648	9	1	16000	1	1	1	1
10	0.075	0	558	9	1	16000	1	0	0	0
10	0.075	0	556	9	1	16000	1	1	1	1
10	0.075	0	580	9	1	16000	1	1	1	1
10	0.075	0	570	9	1	16000	1	1	1	1
10	0.075	0	630	9	1	16000	1	1	1	1
10	0.075	0	596	9	1	16000	1	0	0	0
10	0.075	0	578	9	1	16000	1	1	1	1
10	0.075	0	492	9	1	16000	1	0	0	0
10	0.075	0	596	9	1	16000	1	1	2	1
10	0.075	0	600	9	1	16000	1	0	3	0
10	0.075	0	534	9	1	16000	1	1	2	1
10	0.075	0	622	9	1	16000	1	1	1	1
10	0.075	0	614	9	1	16000	1	1	1	1
10	0.075	0	588	9	1	16000	1	1	1	1
10	0.075	0	562	9	1	16000	4	1	1	1
10	0.075	0	576	9	1	16000	1	1	1	1
10	0.075	0	658	9	1	16000	1	1	1	1
10	0.075	0	630	9	1	16000	1	1	1	1
10	0.075	0	512	9	1	16000	1	1	1	1
10	0.075	0	596	9	1	16000	1	1	1	1
10	0.075	0	586	9	1	16000	1	1	1	1
10	0.075	0	546	9	1	16000	1	0	1	0
10	0.075	0	610	9	1	16000	1	1	1	1
10	0.075	0	584	9	1	16000	1	1	2	1
10	0.075	0	598	9	1	16000	1	0	2	0
10	0.075	0	558	9	1	16000	1	1	1	1
10	0.075	0	542	9	1	16000	1	1	1	1
10	0.075	0	596	9	1	16000	1	1	1	1
10	0.075	0	596	9	1	16000	1	1	1	1
10	0.075	0	574	9	1	16000	1	1	1	1
10	0.075	0	622	9	1	16000	1	0	1	0
10	0.075	0	576	9	1	16000	1	0	1	0
10	0.075	0	570	9	1	16000	1	1	1	1
10	0.075	0	604	9	1	16000	1	1	2	1
10	0.075	0	576	9	1	16000	1	1	1	1
10	0.075	0	608	9	1	16000	1	1	1	1
10	0.075	0	610	9	1	16000	1	1	1	1
10	0.075	0	526	9	1	16000	1	1	1	1
10	0.075	0	592	9	1	16000	1	1	1	1
10	0.075	0	594	9	1	16000	1	1	1	1
10	0.075	0	576	9	1	16000	1	1	1	1
10	0.075	0	544	9	1	16000	1	1	1	1
10	0.075	0	566	9	1	16000	1	1	1	1
10	0.075	0	566	9	1	16000	1	1	1	1
10	0.075	0	520	9	1	16000	3	0	2	0
10	0.075	0	532	9	1	16000	1	1	1	1
10	0.075	0	606	9	1	16000	1	1	1	1
10	0.075	0	542	9	1	16000	1	1	1	1
10	0.075	0	538	9	1	16000	1	1	1	1
10	0.075	0	572	9	1	16000	1	0	0	0
10	0.075	0	582	9	1	16000	1	1	2	1
10	0.075	0	622	9	1	16000	1	1	1	1
10	0.075	0	536	9	1	16000	1	1	1	1
10	0.075	0	534	9	1	16000	1	1	1	1
10	0.075	0	600	9	1	16000	1	1	1	1
10	0.075	0	588	9	1	16000	1	1	1	1
10	0.075	0	534	9	1	16000	1	1	1	1
10	0.075	0	528	9	1	16000	1	1	1	1
10	0.075	0	622	9	1	16000	1	1	1	1
10	0.075	0	540	9	1	16000	1	1	2	1
10	0.075	0	548	9	1	16000	1	0	2	0
10	0.075	0	594	9	1	16000	1	1	2	1
10	0.075	0	570	9	1	16000	1	1	1	1
10	0.075	0	604	9	1	16000	1	1	1	1
10	0.075	0	528	9	1	16000	1	1	1	1
10	0.075	0	572	9	1	16000	1	1	1	1
10	0.075	0	550	9	1	16000	1	1	2	1
10	0.075	0	490	9	1	16000	1	1	2	1
10	0.075	0	608	9	1	16000	1	1	1	1
10	0.075	0	526	9	1	16000	1	1	1	1
10	0.075	0	536	9	1	16000	1	1	1	1
10	0.075	0	590	9	1	16000	1	1	1	1
10	0.075	0	614	9	1	16000	1	0	0	0
10	0.075	0	570	9	1	16000	1	1	1	1
10	0.075	0	564	9	1	16000	1	1	1	1
10	0.075	0	606	9	1	16000	1	1	1	1
10	0.075	0	524	9	1	16000	1	0	0	0
10	0.1	0	566	9	1	16000	1	1	1	1
10	0.1	0	606	9	1	16000	1	0	0	0
10	0.1	0	588	9	1	16000	1	1	1	1
10	0.1	0	540	9	1	16000	1	1	1	1
10	0.1	0	620	9	1	16000	1	1	1	1
10	0.1	0	524	9	1	16000	1	1	3	1
10	0.1	0	560	9	1	16000	1	1	1	1
10	0.1	0	536	9	1	16000	1	0	1	0
10	0.1	0	558	9	1	16000	1	1	1	1
10	0.1	0	610	9	1	16000	1	1	2	1
10	0.1	0	542	9	1	16000	1	1	1	1
10	0.1	0	546	9	1	16000	1	0	0	0
10	0.1	0	570	9	1	16000	1	1	1	1
10	0.1	0	546	9	1	16000	1	1	1	1
10	0.1	0	530	9	1	16000	1	1	1	1
10	0.1	0	552	9	1	16000	1	1	1	1
10	0.1	0	556	9	1	16000	1	1	1	1
10	0.1	0	574	9	1	16000	1	1	1	1
10	0.1	0	568	9	1	16000	1	0	0	0
10	0.1	0	590	9	1	16000	1	0	0	0
10	0.1	0	562	9	1	16000	1	1	1	1
10	0.1	0	518	9	1	16000	1	1	1	1
10	0.1	0	554	9	1	16000	1	1	2	1
10	0.1	0	560	9	1	16000	1	0	1	0
10	0.1	0	582	9	1	16000	3	0	2	0
10	0.1	0	638	9	1	16000	1	1	1	1
10	0.1	0	550	9	1	16000	1	1	1	1
10	0.1	0	556	9	1	16000	1	1	1	1
10	0.1	0	600	9	1	16000	1	1	1	1
10	0.1	0	616	9	1	16000	1	1	1	1
10	0.1	0	606	9	1	16000	1	1	1	1
10	0.1	0	570	9	1	16000	1	1	1	1
10	0.1	0	580	9	1	16000	1	0	1	0
10	0.1	0	608	9	1	16000	1	1	1	1
10	0.1	0	536	9	1	16000	1	1	1	1
10	0.1	0	540	9	1	16000	1	1	1	1
10	0.1	0	580	9	1	16000	1	0	0	0
10	0.1	0	588	9	1	16000	1	1	2	1
10	0.1	0	632	9	1	16000	1	1	1	1
10	0.1	0	604	9	1	16000	1	0	2	0
10	0.1	0	568	9	1	16000	1	1	2	1
10	0.1	0	588	9	1	16000	1	1	1	1
10	0.1	0	538	9	1	16000	1	1	1	1
10	0.1	0	552	9	1	16000	1	1	1	1
10	0.1	0	558	9	1	16000	1	1	1	1
10	0.1	0	644	9	1	16000	1	1	2	1
10	0.1	0	578	9	1	16000	1	1	1	1
10	0.1	0	558	9	1	16000	1	1	2	1
10	0.1	0	542	9	1	16000	1	1	2	1
10	0.1	0	502	9	1	16000	1	1	1	1
10	0.1	0	630	9	1	16000	1	1	1	1
10	0.1	0	554	9	1	16000	1	1	1	1
10	0.1	0	562	9	1	16000	1	1	1	1
10	0.1	0	600	9	1	16000	1	1	2	1
10	0.1	0	598	9	1	16000	1	0	0	0
10	0.1	0	534	9	1	16000	1	0	0	0
10	0.1	0	534	9	1	16000	1	1	2	1
10	0.1	0	552	9	1	16000	1	1	2	1
10	0.1	0	586	9	1	16000	1	1	3	1
10	0.1	0	604	9	1	16000	1	0	0	0
10	0.1	0	554	9	1	16000	1	1	1	1
10	0.1	0	566	9	1	16000	1	1	1	1
10	0.1	0	568	9	1	16000	1	1	2	1
10	0.1	0	500	9	1	16000	1	1	1	1
10	0.1	0	616	9	1	16000	1	1	1	1
10	0.1	0	608	9	1	16000	1	1	1	1
10	0.1	0	580	9	1	16000	1	1	1	1
10	0.1	0	572	9	1	16000	1	1	2	1
10	0.1	0	636	9	1	16000	1	0	2	0
10	0.1	0	612	9	1	16000	1	1	1	1
10	0.1	0	558	9	1	16000	1	1	1	1
10	0.1	0	498	9	1	16000	1	0	0	0
10	0.1	0	526	9	1	16000	1	1	1	1
10	0.1	0	552	9	1	16000	1	1	1	1
10	0.1	0	512	9	1	16000	1	0	0	0
10	0.1	0	538	9	1	16000	1	1	1	1
10	0.1	0	592	9	1	16000	1	1	1	1
10	0.1	0	582	9	1	16000	1	0	0	0
10	0.1	0	586	9	1	16000	1	1	1	1
10	0.1	0	566	9	1	16000	1	1	1	1
10	0.1	0	612	9	1	16000	1	1	2	1
10	0.1	0	596	9	1	16000	1	0	0	0
10	0.1	0	572	9	1	16000	2	0	2	0
10	0.1	0	602	9	1	16000	1	1	2	1
10	0.1	0	564	9	1	16000	1	1	2	1
10	0.1	0	580	9	1	16000	1	1	1	1
10	0.1	0	618	9	1	16000	1	0	1	0
10	0.1	0	626	9	1	16000	1	1	2	1
10	0.1	0	586	9	1	16000	1	1	1	1
10	0.1	0	566	9	1	16000	1	0	0	0
10	0.1	0	580	9	1	16000	1	1	1	1
10	0.1	0	530	9	1	16000	1	1	1	1
10	0.1	0	596	9	1	16000	1	1	2	1
10	0.1	0	520	9	1	16000	1	1	1	1
10	0.1	0	586	9	1	16000	1	1	1	1
10	0.1	0	536	9	1	16000	1	1	1	1
10	0.1	0	560	9	1	16000	1	0	2	0
10	0.1	0	578	9	1	16000	1	0	0	0
10	0.1	0	582	9	1	16000	1	0	1	0
10	0.1	0	538	9	1	16000	1	1	1	1
10	0.0125	0	534	10	0	16000	0	0	0	0
10	0.0125	0	522	10	0	16000	0	0	0	0
10	0.0125	0	556	10	0	16000	0	0	0	0
10	0.0125	0	590	10	0	16000	0	0	0	0
10	0.0125	0	616	10	0	16000	0	0	0	0
10	0.0125	0	584	10	0	16000	0	0	2	0
10	0.0125	0	548	10	0	16000	0	0	0	0
10	0.0125	0	604	10	0	16000	0	0	0	0
10	0.0125	0	504	10	0	16000	0	0	0	0
10	0.0125	0	608	10	0	16000	0	0	1	0
10	0.0125	0	520	10	0	16000	0	0	0	0
10	0.0125	0	572	10	0	16000	0	0	0	0
10	0.0125	0	586	10	0	16000	0	0	0	0
10	0.0125	0	588	10	0	16000	0	0	0	0
10	0.0125	0	524	10	0	16000	0	0	0	0
10	0.0125	0	578	10	0	16000	0	0	0	0
10	0.0125	0	636	10	0	16000	0	0	0	0
10	0.0125	0	560	10	0	16000	0	0	1	0
10	0.0125	0	538	10	0	16000	0	0	1	0
10	0.0125	0	576	10	0	16000	0	0	1	0
10	0.0125	0	578	10	0	16000	0	0	0	0
10	0.0125	0	588	10	0	16000	0	0	0	0
10	0.0125	0	594	10	0	16000	0	0	0	0
10	0.0125	0	558	10	0	16000	0	0	0	0
10	0.0125	0	522	10	0	16000	0	0	0	0
10	0.0125	0	628	10	0	16000	0	0	1	0
10	0.0125	0	586	10	0	16000	0	0	0	0
10	0.0125	0	578	10	0	16000	0	0	0	0
10	0.0125	0	570	10	0	16000	0	0	0	0
10	0.0125	0	570	10	0	16000	0	0	0	0
10	0.0125	0	574	10	0	16000	0	0	0	0
10	0.0125	0	576	10	0	16000	0	0	0	0
10	0.0125	0	642	10	0	16000	0	0	0	0
10	0.0125	0	592	10	0	16000	0	0	0	0
10	0.0125	0	620	10	0	16000	0	0	0	0
10	0.0125	0	592	10	0	16000	0	0	0	0
10	0.0125	0	532	10	0	16000	0	0	0	0
10	0.0125	0	530	10	0	16000	0	0	0	0
10	0.0125	0	580	10	0	16000	0	0	0	0
10	0.0125	0	550	10	0	16000	0	0	0	0
10	0.0125	0	588	10	0	16000	0	0	0	0
10	0.0125	0	614	10	0	16000	0	0	0	0
10	0.0125	0	562	10	0	16000	0	0	0	0
10	0.0125	0	584	10	0	16000	0	0	0	0
10	0.0125	0	580	10	0	16000	0	0	0	0
